LAU_NAME,total_population,popul_bg,popul_turkish,popul_roma,popul_other,percentage_bg,percentage_turkish,percentage_roma,percentage_other,total_minorities,percentage_minorities,total_crime,crime_per_1000,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_children_total,total_schools,schools_1000_children,total_teachers,teachers_1000_children,total_kindergartens,kindergartens_1000,children_kindergarten,children_kg_rate,pop_0_6,pop_7_10,pop_11_13,pop_14_19,pop_school_age,total_students,total_school_enrolment,1_4_grade,1_4_grade_enrolment,5_7_grade,5_7_grade_enrolment,8_12_grade,8_12_grade_enrolment,pop_15,pop_19,12_grade_graduates,12_grade_graduates_rate,8_grade_graduates,8_grade_graduate_rate,hospitals,hospitals_1000,hospital_beds,hospital_beds_1000,employment_rate,unemployment_rate,tertiary_educ_rate,secondary_educ_rate,middle_educ_rate,primary_educ_rate,illiteracy_rate,NUTS_NAME,average_salary,deprivation_rate,avg_household_size,pop_over_65,number_doctors,doctors_1000,rate_city_pop,rate_village_pop,rate_lang_roma,rate_lang_non_bg
Челопеч,1456,1327,5,64,5,91.14010989,0.3434065934,4.395604396,0.3434065934,74,5.082417582,5,3.571428571,68,67,69,71,275,2,11.17318436,35,195.5307263,1,10.41666667,102,106.25,96,52,38,89,179,327,182.6815642,107,205.7692308,77,202.6315789,143,160.6741573,16,15,26,173.3333333,27,180,0,0,0,0,73.4,8.5,19.55882353,56.76470588,15,8.676470588,0.7496251874,София,18773,10.9,2.1,321,1,0.6868131868,0,100,0.9615384615,1.648351648
Столична,1274290,1058553,5881,13960,13766,83.07002331,0.4615119007,1.095512011,1.080287847,33607,2.637311758,2142,1.680779101,61898,61671,62726,51524,237819,278,1.844584248,12179,80.73743595,288,3.311410569,44570,51.24637814,86972,49403,38265,63179,150847,139472,92.45924679,47834,96.82407951,37672,98.45028094,53966,85.41762294,11140,10198,9006,88.31143361,11360,111.3943911,67,0.05242134836,10902,8.555509342,78.6,4.6,43.60727286,40.48991087,7.751166916,8.151649348,0.3727088382,София (столица),28159,10.1,2.1,249605,7183,5.63686445,95.48835548,4.51164452,0.8508267349,2.602861201
Ардино,11318,1678,7461,7,937,14.82594098,65.92154091,0.06184838311,8.278847853,8405,74.26223714,14,1.236967662,263,275,333,334,1205,6,7.202881152,69,82.83313325,5,13.44086022,172,46.23655914,372,224,217,392,833,516,61.94477791,153,68.30357143,165,76.03686636,198,50.51020408,69,53,33,62.26415094,52,98.11320755,1,0.08835483301,48,4.241031984,48.8,20.1,9.756988854,40.9373287,36.21414215,13.09154029,1.6900628,Кърджали,15246,15.2,2.2,3585,19,1.649290216,30.36244801,69.63755199,0.06184838311,65.82435059
Джебел,8375,1253,5877,19,83,14.96119403,70.17313433,0.2268656716,0.9910447761,5979,71.39104478,17,2.053731343,246,302,335,302,1185,5,6.134969325,77,94.47852761,4,10.13513514,193,52.16216216,370,241,206,368,815,635,77.91411043,200,82.98755187,169,82.03883495,266,72.2826087,52,47,44,93.61702128,65,138.2978723,0,0,0,0,44.7,11.6,8.806995628,40.14990631,36.70206121,14.34103685,2.413617886,Кърджали,15246,15.2,2.4,2297,2,0.2388059701,34.77592042,65.22407958,0.2507462687,70.30447761
Кирково,20442,6956,10660,304,322,34.02798161,52.14753938,1.487134331,1.575188338,11286,55.20986205,40,1.956755699,646,675,743,748,2812,8,4.05334728,151,78.9748954,12,13.33333333,436,48.44444444,900,560,465,887,1912,1368,71.54811715,463,82.67857143,394,84.7311828,511,57.60992108,149,149,92,61.74496644,124,83.22147651,0,0,0,0,44.7,20.1,7.987923447,37.23262716,38.38399345,16.39545594,2.279098744,Кърджали,15246,15.2,2.5,6017,7,0.3424322473,0,100,1.125134527,53.56618726
Крумовград,16909,4193,10364,46,500,24.79744515,61.29280265,0.2720444734,2.957005145,10910,64.52185227,28,1.667750902,707,740,811,793,3051,12,5.836575875,181,88.03501946,8,8.291457286,490,49.24623116,995,594,503,959,2056,1709,83.12256809,529,89.05723906,487,96.81908549,693,72.26277372,161,140,76,54.28571429,148,105.7142857,1,0.0591401029,54,3.193565557,51.2,19.8,9.846675883,35.25197939,37.13711198,17.76423275,3.414259176,Кърджали,15246,15.2,2.6,4225,26,1.517929308,26.87720848,73.12279152,0.07096812348,61.97882784
Кърджали,62005,21517,31116,852,211,34.70204016,50.18304975,1.374082735,0.3402951375,32179,51.89742763,208,3.351342634,2812,3034,3275,2870,11991,28,3.466095286,755,95.16007058,21,5.1762386,2237,55.13926547,4057,2388,2016,3530,7934,7870,99.1933451,2383,99.79061977,1944,96.42857143,3543,100.368272,635,505,551,109.1089109,674,133.4653465,3,0.0483831949,621,10.01532135,60.9,9.6,20.01449575,42.86774349,23.89901291,13.21874784,2.212085454,Кърджали,15246,15.2,2.4,14065,294,4.741553101,61.7206319,38.2793681,1.29505685,51.84581889
Момчилград,14353,1615,10598,124,75,11.25200307,73.83822197,0.8639308855,0.5225388421,10797,75.2246917,25,1.755730509,472,485,616,596,2169,8,5.319148936,130,86.43617021,6,9.022556391,354,53.23308271,665,404,378,722,1504,1193,79.32180851,350,86.63366337,332,87.83068783,511,70.77562327,114,84,97,115.4761905,115,136.9047619,1,0.06967184561,79,5.504075803,51.1,9.6,11.42606663,41.18205728,33.1823495,14.20952659,3.721550893,Кърджали,15246,15.2,2.5,3752,27,1.881139831,48.98106402,51.01893598,0.8708980701,74.40256392
Черноочене,7775,171,7204,2,2,2.199356913,92.65594855,0.02572347267,0.02572347267,7208,92.7073955,21,2.726688103,242,267,343,310,1162,5,5.7997558,79,96.45909646,3,8.746355685,158,46.06413994,343,228,205,386,819,607,74.11477411,203,89.03508772,181,88.29268293,223,57.77202073,70,52,31,59.61538462,68,130.7692308,0,0,0,0,53.5,24.5,8.140473628,39.1146394,34.76856835,17.97631862,4.536138817,Кърджали,15246,15.2,2.7,2178,6,0.7288317256,0,100,0,92.23151125
Батак,4869,2630,1920,77,4,54.01519819,39.43314849,1.581433559,0.08215239269,2001,41.09673444,7,1.519819265,159,179,176,166,680,4,9.029345372,47,106.0948081,3,12.65822785,143,60.33755274,237,126,114,203,443,326,73.58916479,113,89.68253968,91,79.8245614,122,60.09852217,38,35,31,88.57142857,32,91.42857143,0,0,0,0,70.4,23.8,14.18393782,53.08721934,22.06390328,10.66493955,2.214912281,Пазарджик,15853,29.6,2.5,1280,3,0.6846032724,51.45766773,48.54233227,1.519819265,41.24050113
Белово,7324,6691,2,78,33,91.35718187,0.02730748225,1.064991808,0.4505734571,113,1.542872747,27,3.741125068,244,237,275,238,994,2,3.058103976,60,91.74311927,2,5.882352941,179,52.64705882,340,179,172,303,654,518,79.20489297,189,105.5865922,149,86.62790698,180,59.40594059,44,44,28,63.63636364,65,147.7272727,0,0,0,0,60.4,2.3,13.1443299,59.10652921,20.67583047,7.073310424,0.1887888469,Пазарджик,15853,29.6,2.3,2176,4,0.5006371746,45.38801436,54.61198564,0.9148006554,1.406335336
Брацигово,7355,6587,60,235,41,89.55812373,0.815771584,3.19510537,0.5574439157,336,4.56832087,17,2.256968049,301,254,297,289,1141,4,5.471956224,47,64.29548564,4,9.756097561,220,53.65853659,410,190,191,350,731,374,51.1627907,160,84.21052632,143,74.86910995,71,20.28571429,54,49,6,12.24489796,38,77.55102041,0,0,0,0,60.9,8.8,13.52051836,50.98632109,23.88768898,11.60547156,0.8453578196,Пазарджик,15853,29.6,2.3,2343,7,0.9517335146,44.3087445,55.6912555,3.23589395,8.456832087
Велинград,32951,25010,229,2022,2694,75.90057965,0.6949713211,6.136384328,8.175776152,4945,15.0071318,78,2.355011987,1704,1767,1967,1683,7121,15,3.160556258,418,88.07416772,8,3.368421053,1120,47.15789474,2375,1462,1210,2074,4746,4675,98.50400337,1418,96.99042408,1181,97.60330579,2076,100.096432,349,286,346,120.979021,361,126.2237762,4,0.1213923705,574,17.41373555,62.6,21.5,15.86538462,43.81541078,26.24934589,14.06985871,1.462663587,Пазарджик,15853,29.6,2.6,6662,125,3.803627609,62.91462751,37.08537249,4.494552517,5.232011168
Лесичово,4695,3352,357,721,13,71.39510117,7.603833866,15.35676251,0.2768903088,1091,23.23748669,15,3.194888179,199,193,236,220,848,3,5.253940455,34,59.54465849,2,7.220216606,96,34.65703971,277,159,146,266,571,324,56.74255692,115,72.32704403,137,93.83561644,72,27.06766917,40,45,0,0,27,60,0,0,0,0,78.6,50,7.922136713,47.19330014,29.5382526,15.34631055,1.12825236,Пазарджик,15853,29.6,2.4,1334,1,0.2129925453,0,100,15.44195953,23.59957401
Пазарджик,91368,74989,1853,4248,419,82.07359251,2.028062341,4.649330181,0.4585850626,6520,7.135977585,347,3.802206462,3811,4238,4542,3873,16464,46,4.188290995,1053,95.87544387,15,2.736726875,3245,59.20452472,5481,3407,2826,4750,10983,11897,108.3219521,3596,105.5474024,3079,108.9525832,5222,109.9368421,822,648,741,114.3518519,899,138.7345679,6,0.06566850538,997,10.90972769,68.2,10.4,21.00667156,49.81312655,16.82908938,12.35111251,1.49993463,Пазарджик,15853,29.6,2.3,21726,492,5.388465692,63.33947396,36.66052604,4.347255056,6.855791962
Панагюрище,22084,20958,16,194,43,94.901286,0.072450643,0.8784640464,0.1947111031,253,1.145625792,59,2.6535048,888,834,919,887,3528,6,2.586206897,179,77.15517241,8,6.622516556,668,55.29801325,1208,696,530,1094,2320,1926,83.01724138,658,94.54022989,558,105.2830189,710,64.89945155,205,169,115,68.04733728,180,106.5088757,1,0.04528165187,340,15.39576164,73,9.2,17.02433416,56.47154627,17.49856294,9.00555662,0.5307235369,Пазарджик,15853,29.6,2.3,5622,204,9.252550866,71.27858143,28.72141857,1.738815432,2.123709473
Пещера,14742,10956,1452,713,65,74.31827432,9.849409849,4.836521503,0.4409171076,2230,15.12684846,51,3.432370099,598,672,774,638,2682,7,3.873824018,137,75.81627006,6,6.857142857,463,52.91428571,875,533,482,792,1807,1391,76.97841727,522,97.93621013,465,96.47302905,404,51.01010101,154,87,34,39.08045977,143,164.3678161,1,0.06783340117,150,10.17501018,67.4,10.3,17.53803995,48.64786904,20.41537463,13.39871638,1.971167991,Пазарджик,15853,29.6,2.4,3700,37,2.509835843,89.35405994,10.64594006,4.253154253,16.95156695
Ракитово,13490,9392,27,2779,302,69.62194218,0.200148258,20.60044477,2.23869533,3108,23.03928836,25,1.823573017,726,780,859,818,3183,5,2.299908004,149,68.53725851,4,3.96432111,511,50.64420218,1009,658,510,1006,2174,1435,66.00735971,630,95.74468085,502,98.43137255,303,30.11928429,187,137,26,18.97810219,165,120.4379562,0,0,0,0,59.4,28.2,8.589055364,41.48706033,34.06778303,15.85610127,2.165500206,Пазарджик,15853,29.6,2.9,2261,8,0.568322214,82.64705882,17.35294118,17.43513714,17.75389177
Септември,21795,16684,790,2965,68,76.54966735,3.624684561,13.60403762,0.3119981647,3823,17.54072035,79,3.633860977,1109,1019,1099,957,4184,13,4.868913858,196,73.4082397,4,2.642007926,687,45.37648613,1514,809,704,1157,2670,2005,75.09363296,667,82.44746601,576,81.81818182,762,65.85998271,183,179,50,27.93296089,162,90.5027933,0,0,0,0,66.6,23.3,12.16409447,49.25792614,23.82032444,14.75765495,1.368897836,Пазарджик,15853,29.6,2.7,4852,11,0.5047029135,41.93935241,58.06064759,13.38839183,17.35719202
Стрелча,4409,3884,3,283,7,88.09253799,0.06804264005,6.418689045,0.1587661601,293,6.645497845,9,2.132002722,191,162,179,156,688,2,4.705882353,30,70.58823529,1,3.802281369,115,43.72623574,263,122,114,189,425,334,78.58823529,113,92.62295082,108,94.73684211,113,59.78835979,33,34,24,70.58823529,28,82.35294118,0,0,0,0,70,15.6,15.07477086,53.88326097,21.17703811,9.864930053,0.3178484108,Пазарджик,15853,29.6,2.4,1267,3,0.6048234672,84.39490446,15.60509554,5.715581765,5.942390565
Сърница,4732,3544,73,5,997,74.89433643,1.542688081,0.1056635672,21.0693153,1075,22.71766695,9,1.859678783,191,231,235,248,905,3,4.846526656,59,95.31502423,1,3.496503497,116,40.55944056,286,179,146,294,619,488,78.8368336,168,93.8547486,126,86.30136986,194,65.98639456,49,34,35,102.9411765,52,152.9411765,0,0,0,0,72.6,35.4,10.79622132,54.18353576,22.24471435,12.77552857,0.734956362,Пазарджик,15853,29.6,3.0,743,2,0.4226542688,71.92982456,28.07017544,0,0.2747252747
Асеновград,57601,39911,13225,211,139,69.28872763,22.95967084,0.3663130848,0.2413152549,13575,23.56729918,172,2.989531432,2585,2685,2724,2498,10492,15,2.196514863,461,67.50622346,10,2.73000273,1909,52.11575212,3663,2130,1638,3061,6829,5549,81.2564065,2105,98.82629108,1623,99.08424908,1821,59.49036263,524,468,261,55.76923077,512,109.4017094,2,0.03472161942,404,7.013767122,66.2,10.1,18.53053506,51.37750751,19.52612259,10.56583485,1.835140095,Пловдив,17148,28.1,2.4,13556,159,2.754581807,79.77942403,20.22057597,1.468724501,24.40929845
Брезово,6170,5073,29,705,28,82.22042139,0.4700162075,11.42625608,0.453808752,762,12.35008104,22,3.598055105,214,226,263,260,963,4,6.163328197,61,93.99075501,2,6.369426752,132,42.03821656,314,174,166,309,649,561,86.44067797,165,94.82758621,165,99.39759036,231,74.75728155,58,44,17,38.63636364,53,120.4545455,0,0,0,0,61.1,16.8,10.99726776,45.93579235,28.67144809,14.3954918,2.703171028,Пловдив,17148,28.1,2.2,2196,2,0.37817396,25.46031746,74.53968254,11.37763371,12.78768233
Калояново,10598,9497,353,287,29,89.61124741,3.330817135,2.708058124,0.2736365352,669,6.312511795,50,4.698999811,438,424,422,406,1690,5,4.655493482,70,65.17690875,8,12.98701299,292,47.4025974,616,340,246,488,1074,554,51.58286778,277,81.47058824,239,97.15447154,38,7.786885246,86,85,0,0,60,70.58823529,0,0,0,0,65.4,11,10.88960128,50.7413344,26.63794831,11.73111601,0.8454721402,Пловдив,17148,28.1,2.6,3195,6,0.5661445556,0,100,2.189092282,5.953953576
Карлово,46784,35177,2538,5953,311,75.19023598,5.424931601,12.7244357,0.6647571819,8802,18.81412449,199,4.249316005,2028,2320,2532,2243,9123,15,2.411187912,422,67.83475326,9,3.101309442,1405,48.41488629,2902,1952,1533,2736,6221,4977,80.00321492,1784,91.39344262,1679,109.5238095,1514,55.33625731,470,395,239,60.50632911,486,123.0379747,2,0.042749658,318,6.797195622,65.3,12,14.46834693,51.1895538,19.53876305,14.80333622,1.839246585,Пловдив,17148,28.1,2.5,11441,98,2.087608299,57.56616491,42.43383509,11.95921683,17.95913133
Кричим,7245,4045,2234,338,61,55.83160801,30.83505866,4.665286404,0.8419599724,2633,36.34230504,15,2.125603865,366,386,404,416,1572,2,1.901140684,59,56.08365019,2,3.846153846,207,39.80769231,520,312,247,493,1052,592,56.27376426,243,77.88461538,188,76.11336032,161,32.65720081,75,66,3,4.545454545,45,68.18181818,0,0,0,0,55.2,12.1,11.21189591,43.21189591,28.74349442,16.83271375,1.171815553,Пловдив,17148,28.1,2.6,1489,6,0.8281573499,100,0,4.499654934,35.51414769
Куклен,6276,3550,1754,557,33,56.56469089,27.94773741,8.875079669,0.5258126195,2344,37.3486297,12,1.912045889,316,261,310,254,1141,2,2.801120448,46,64.42577031,1,2.341920375,191,44.73067916,427,203,187,324,714,511,71.56862745,171,84.2364532,153,81.81818182,187,57.71604938,52,59,0,0,56,94.91525424,0,0,0,0,68.1,9.5,16.32757736,50.72661994,22.10634296,10.83945974,1.146629604,Пловдив,17148,28.1,2.7,1473,4,0.6904610155,86.60580664,13.39419336,8.859145953,37.90630975
Лъки,2220,2096,3,0,3,94.41441441,0.1351351351,0,0.1351351351,6,0.2702702703,2,1.081081081,48,57,54,55,214,1,6.802721088,20,136.0544218,1,14.92537313,39,58.20895522,67,47,32,68,147,106,72.10884354,44,93.61702128,32,100,30,44.11764706,11,13,7,53.84615385,12,92.30769231,0,0,0,0,62.8,4,11.51881096,51.37018114,24.70970739,12.40130051,5.124588622,Пловдив,17148,28.1,1.9,718,2,0.9009009009,73.62255965,26.37744035,0,0.4054054054
Марица,32154,27553,960,1816,104,85.69073832,2.985631648,5.647819867,0.3234434285,2880,8.956894943,102,3.172233626,1621,1665,1749,1544,6579,13,3.033131125,218,50.86327578,16,6.977758395,1169,50.98124727,2293,1324,1068,1894,4286,1846,43.07046197,1019,76.96374622,690,64.60674157,137,7.233368532,336,262,0,0,210,80.15267176,0,0,0,0,68.4,9,13.78051639,49.32855564,23.26780751,13.62312046,1.473713071,Пловдив,17148,28.1,2.8,7077,14,0.4250378387,0,100,6.658580581,10.66741307
Перущица,4298,3083,5,909,14,71.73103769,0.1163331782,21.1493718,0.325732899,928,21.59143788,9,2.187063751,205,218,239,232,894,2,3.344481605,38,63.5451505,2,6.756756757,148,50,296,168,160,270,598,489,81.77257525,113,67.26190476,133,83.125,243,90,50,43,0,0,41,95.34883721,0,0,0,0,60.7,9.7,13.86806597,49.50024988,21.88905547,14.74262869,6.467280164,Пловдив,17148,28.1,2.5,1008,3,0.6979990693,100,0,20.26523965,20.80037227
Пловдив,319612,265207,13943,4953,3690,82.97779808,4.362477003,1.549691501,1.154524861,22586,7.066693366,1256,3.928513322,15581,15716,16048,13694,61039,78,1.992057392,3578,91.673072,59,2.669362534,11542,52.44218274,22009,12413,9890,16727,39030,41996,107.5992826,12618,101.6514944,10521,106.380182,18857,112.7339033,2877,2815,3153,112.0071048,3171,112.6465364,23,0.07196225423,5427,16.98121472,73.8,6.3,35.18613724,44.37858489,10.00661956,10.42865831,1.230309894,Пловдив,17148,28.1,2.2,64534,2927,9.159021981,100,0,1.430484462,6.894922594
Първомай,21807,16582,1808,2138,82,76.03980373,8.290915761,9.804191315,0.3760260467,4028,18.47113312,92,4.200486082,865,980,1060,846,3751,12,4.780876494,219,87.25099602,7,5.640612409,689,55.51974214,1241,808,632,1070,2510,2163,86.1752988,782,96.78217822,671,106.1708861,710,66.35514019,164,128,64,50,204,159.375,1,0.04585683496,115,5.273536021,62.8,13.1,13.99397063,45.58008363,25.95059807,14.47534766,1.248019017,Пловдив,17148,28.1,2.5,6153,65,2.980694272,51.47957828,48.52042172,9.909662035,19.00765809
Раковски,25893,22118,115,2530,72,85.42077009,0.4441354806,9.770980574,0.2780674314,2717,10.49318349,102,3.931564516,1542,1507,1491,1133,5673,7,1.993166287,198,56.37813212,7,3.354928274,989,45.76584914,2161,1179,896,1437,3512,2659,75.7118451,1098,93.12977099,846,94.41964286,715,49.75643702,244,216,40,18.51851852,265,122.6851852,1,0.03862047658,70,2.70343336,67.6,7.7,9.965447497,47.69088151,25.15590764,17.18776336,3.894755063,Пловдив,17148,28.1,2.9,5053,29,1.107120329,57.960199,42.039801,9.840497432,11.14200749
Родопи,32689,27694,1889,1141,217,84.71963046,5.778702316,3.490470801,0.66383187,3247,9.933004986,76,2.324941112,1473,1426,1559,1207,5665,12,3.261171246,185,51.34610047,12,5.577109602,957,46.41125121,2062,1125,976,1502,3603,1461,40.54954205,821,72.97777778,640,65.57377049,0,0,276,223,0,0,197,88.34080717,1,0.03059133042,116,3.548594328,71,7.8,21.93162895,50.33467202,18.04290332,9.690795703,1.053751288,Пловдив,17148,28.1,2.6,8275,54,1.651931843,0,100,3.441524672,9.706629141
Садово,14766,12281,345,1239,29,83.17079778,2.336448598,8.390898009,0.1963971285,1613,10.92374374,38,2.559934986,769,760,804,779,3112,8,3.927344134,119,58.41924399,10,9.302325581,496,46.13953488,1075,604,484,949,2037,1297,63.67206676,511,84.60264901,460,95.04132231,326,34.35194942,148,133,11,8.270676692,127,95.4887218,0,0,0,0,58.7,15.2,10.13074282,44.45256008,29.55226061,15.86443649,2.341012451,Пловдив,17148,28.1,2.9,3278,8,0.5417851822,16.63821943,83.36178057,7.747528105,10.51740485
Сопот,8375,7365,185,136,71,87.94029851,2.208955224,1.623880597,0.847761194,392,4.680597015,33,3.91641791,313,346,389,348,1396,3,3.20855615,119,127.2727273,3,6.507592191,328,71.14967462,461,279,233,423,935,1344,143.7433155,362,129.7491039,174,74.67811159,808,191.0165485,60,64,124,193.75,53,82.8125,1,0.1194029851,70,8.358208955,73,7.6,19.14329037,60.91736164,12.62319939,7.316148597,0.1670736409,Пловдив,17148,28.1,2.2,2001,18,2.109452736,88.94742742,11.05257258,1.12238806,3.868656716
Стамболийски,18107,14510,55,2255,60,80.13475451,0.303749931,12.45374717,0.3313635611,2370,13.08886066,52,2.871817529,943,968,1012,850,3773,7,2.89017341,124,51.19735756,8,5.9215396,684,50.62916358,1351,768,637,1017,2422,1275,52.64244426,609,79.296875,537,84.30141287,129,12.68436578,216,141,7,4.964539007,145,102.8368794,1,0.05522726018,45,2.485226708,67.2,12.1,13.82191454,48.46025304,23.78849367,13.92933874,2.272172001,Пловдив,17148,28.1,2.5,4271,23,1.251817897,54.19549951,45.80450049,12.46479262,13.35947424
Съединение,9310,8115,77,698,20,87.16433942,0.8270676692,7.497314715,0.2148227712,795,8.539205156,27,2.857142857,427,402,367,346,1542,2,2.125398512,42,44.63336876,3,4.991680532,295,49.08485857,601,297,225,419,941,459,48.77789586,200,67.34006734,131,58.22222222,128,30.54892601,82,56,10,17.85714286,37,66.07142857,0,0,0,0,65.8,11.2,10.86232633,51.87736824,26.96061546,10.29968998,0.875452317,Пловдив,17148,28.1,2.4,2799,5,0.537056928,55.66077441,44.33922559,7.411385607,8.496240602
Хисаря,10592,9392,67,430,41,88.67069486,0.6325528701,4.059667674,0.3870845921,538,5.079305136,53,5.003776435,306,327,402,362,1397,5,5.208333333,90,93.75,6,13.15789474,224,51.25858124,437,270,263,427,960,780,81.25,262,97.03703704,271,103.0418251,247,57.84543326,62,75,26,34.66666667,71,94.66666667,2,0.1888217523,278,26.20845921,65.3,7.7,16.70113245,51.17676022,23.25947809,8.862629247,0.5586034913,Пловдив,17148,28.1,2.2,3643,19,1.793806647,58.85960709,41.14039291,2.388595166,3.587613293
Баните,3302,3213,20,26,9,97.30466384,0.6056935191,0.7874015748,0.2725620836,55,1.665657177,5,1.393095094,57,60,70,86,273,2,10.52631579,28,147.3684211,1,12.04819277,70,84.3373494,83,51,37,102,190,168,88.42105263,45,88.23529412,43,116.2162162,80,78.43137255,16,9,16,177.7777778,14,155.5555556,1,0.3028467595,151,45.72986069,67.8,15.5,11.74277726,44.85865176,29.69866418,13.6999068,0.8445417579,Смолян,14183,13.6,1.8,1355,5,1.615182718,0,100,0.6056935191,1.42337977
Борино,2493,872,1495,11,19,34.97793823,59.96791015,0.4412354593,0.7621339751,1525,61.17127958,4,1.604492579,60,58,71,91,280,2,10,25,125,2,25,55,68.75,80,48,47,105,200,145,72.5,41,85.41666667,40,85.10638298,64,60.95238095,20,11,12,109.0909091,14,127.2727273,0,0,0,0,73.3,21.6,12.55698301,44.34314132,30.70866142,12.39121426,1.547469678,Смолян,14183,13.6,2.4,721,1,0.4011231448,0,100,0.04011231448,60.04813478
Девин,9765,8100,1014,4,127,82.94930876,10.38402458,0.04096262161,1.300563236,1145,11.72555044,21,2.191500256,279,295,400,383,1357,7,6.763787721,112,116.5452653,4,10.1010101,236,59.5959596,396,246,251,464,961,848,88.24141519,241,97.96747967,233,92.82868526,374,80.60344828,78,64,79,123.4375,74,115.625,2,0.204813108,251,25.66308244,70.1,12.3,15.95687907,46.9954104,26.9826022,10.06510834,0.7669871449,Смолян,14183,13.6,2.2,2833,28,2.867383513,56.40899231,43.59100769,0.04096262161,16.06758833
Доспат,7510,6424,44,24,815,85.53928096,0.585885486,0.3195739015,10.85219707,883,11.75765646,13,1.704394141,255,284,347,265,1151,8,10.13941698,76,96.32446134,7,19.33701657,227,62.70718232,362,249,211,329,789,591,74.90494297,223,89.55823293,205,97.1563981,163,49.54407295,57,47,37,78.72340426,61,129.787234,0,0,0,0,64.6,8.1,13.30442082,51.09121433,25.11191942,10.49244544,0.4975124378,Смолян,14183,13.6,2.8,1577,6,0.7989347537,26.25594923,73.74405077,0.2663115846,0.7190412783
Златоград,9768,9563,23,0,45,97.9013104,0.2354627355,0,0.4606879607,68,0.6961506962,18,1.863226863,305,332,403,339,1379,5,5.47645126,99,108.4337349,5,10.72961373,281,60.30042918,466,259,249,405,913,817,89.48521358,252,97.2972973,250,100.4016064,315,77.77777778,69,73,68,93.15068493,70,95.89041096,1,0.1023751024,75,7.678132678,62.4,8.2,14.23349817,51.53730381,21.75876156,12.47043647,1.564877201,Смолян,14183,13.6,2.1,2657,27,2.764127764,59.69726563,40.30273438,0,0.4709254709
Мадан,10062,8815,257,1,795,87.60683761,2.554164182,0.009938382031,7.901013715,1053,10.46511628,18,1.828662294,334,350,459,425,1568,7,6.43974241,114,104.875805,5,9.355509356,278,57.7962578,481,291,278,518,1087,963,88.5924563,264,90.72164948,286,102.8776978,413,79.72972973,87,95,88,92.63157895,95,100,1,0.09938382031,90,8.944543828,66.4,9.6,11.11574992,49.63991233,26.33336812,12.91096963,0.826446281,Смолян,14183,13.6,2.2,2425,36,3.544689591,49.60348162,50.39651838,0,2.196382429
Неделино,5079,4993,0,1,4,98.3067533,0,0.01968891514,0.07875566056,5,0.0984445757,7,1.299468399,133,138,187,174,632,1,2.257336343,40,90.29345372,2,10.58201058,98,51.85185185,189,107,122,214,443,326,73.58916479,95,88.78504673,112,91.80327869,119,55.60747664,34,26,28,107.6923077,33,126.9230769,0,0,0,0,67.7,24.8,13.21063395,49.28425358,25.52147239,11.98364008,0.9931719429,Смолян,14183,13.6,2.0,1510,6,1.181334908,67.26423903,32.73576097,0,0.1181334908
Рудозем,8674,6978,15,0,1458,80.44731381,0.1729305972,0,16.80885405,1473,16.98178464,21,2.444085774,322,370,455,392,1539,3,2.83286119,104,98.20585458,7,14.58333333,313,65.20833333,480,292,280,487,1059,871,82.24740321,282,96.57534247,271,96.78571429,318,65.29774127,67,96,73,76.04166667,92,95.83333333,1,0.1152870648,151,17.40834678,65.8,6.6,15.34049304,48.80400293,24.11520625,11.74029778,0.3971701626,Смолян,14183,13.6,2.4,1896,12,1.345015756,38.33294637,61.66705363,0,0.3458611944
Смолян,33688,32067,164,411,300,95.18819758,0.4868202327,1.220018998,0.890524816,875,2.597364047,97,2.891237236,1120,1303,1615,1452,5490,18,4.6692607,435,112.8404669,12,7.339449541,1061,64.89296636,1635,1059,1015,1781,3855,3751,97.30220493,1040,98.20585458,1009,99.408867,1702,95.56428972,327,275,364,132.3636364,313,113.8181818,2,0.05936832106,346,10.27071954,72.8,8.7,27.4888466,47.29978473,15.73955636,9.471812311,0.8312710197,Смолян,14183,13.6,2.3,8708,168,4.986938969,75.92340055,24.07659945,1.166587509,1.90275469
Чепеларе,5943,5793,17,5,17,97.47602221,0.2860508161,0.08413259297,0.2860508161,39,0.6562342251,33,5.485445061,182,175,218,216,791,5,8.861940299,88,164.1791045,2,7.843137255,141,55.29411765,255,140,139,257,536,477,88.99253731,127,90.71428571,142,102.1582734,208,80.93385214,45,39,51,130.7692308,42,107.6923077,0,0,0,0,71.6,9.1,20.97398031,54.20182841,16.94796062,7.876230661,0.302061123,Смолян,14183,13.6,2.1,1849,8,1.346121487,72.5556089,27.4443911,0.08413259297,0.4374894834
Димитровград,44632,37448,708,2642,219,83.90392543,1.58630579,5.919519627,0.4906793332,3569,7.99650475,170,3.804445241,1671,1956,2114,1831,7572,13,2.521823472,361,70.02909796,7,2.896152255,1271,52.58585023,2417,1641,1246,2268,5155,4211,81.68768186,1533,93.41864717,1210,97.11075441,1468,64.72663139,405,292,193,66.09589041,369,126.369863,1,0.02240544901,125,2.800681126,65.2,10.8,16.82577283,53.45967073,19.0974772,10.61707924,0.8480309253,Хасково,13800,20.6,2.2,12435,94,2.106112206,74.53694372,25.46305628,5.605843341,7.750044811
