LAU_NAME,total_population,popul_bg,popul_turkish,popul_roma,popul_other,percentage_bg,percentage_turkish,percentage_roma,percentage_other,total_minorities,percentage_minorities,total_crime,crime_per_1000,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_children_total,total_schools,schools_1000_children,total_teachers,teachers_1000_children,total_kindergartens,kindergartens_1000,children_kindergarten,children_kg_rate,pop_0_6,pop_7_10,pop_11_13,pop_14_19,pop_school_age,total_students,total_school_enrolment,1_4_grade,1_4_grade_enrolment,5_7_grade,5_7_grade_enrolment,8_12_grade,8_12_grade_enrolment,pop_15,pop_19,12_grade_graduates,12_grade_graduates_rate,8_grade_graduates,8_grade_graduate_rate,hospitals,hospitals_1000,hospital_beds,hospital_beds_1000,employment_rate,unemployment_rate,tertiary_educ_rate,secondary_educ_rate,middle_educ_rate,primary_educ_rate,illiteracy_rate,NUTS_NAME,average_salary,deprivation_rate,avg_household_size,pop_over_65,number_doctors,doctors_1000,rate_city_pop,rate_village_pop,rate_lang_roma,rate_lang_non_bg
Белоградчик,5049,3825,4,1052,14,75.75757576,0.07922360864,20.83580907,0.2772826302,1070,21.19231531,16,3.248167954,193,203,258,233,887,3,4.87804878,49,79.67479675,1,3.676470588,142,52.20588235,272,175,147,293,615,541,87.96747967,174,99.42857143,157,106.8027211,210,71.67235495,48,45,19,42.22222222,46,102.2222222,1,0.1980590216,55,10.89324619,69.2,31.7,15.26062382,53.317982,17.98199707,13.43939711,0.7021276596,Видин,13769,25.4,2.2,1539,23,4.62137717,81.49788217,18.50211783,20.75658546,21.0932858
Бойница,763,737,1,2,14,96.59239843,0.131061599,0.2621231979,1.834862385,17,2.228047182,5,7.077326343,13,9,10,14,46,1,34.48275862,10,344.8275862,1,58.82352941,25,147.0588235,17,7,6,16,29,65,224.137931,38,542.8571429,27,450,0,0,3,4,0,0,3,75,0,0,0,0,51.6,6.9,7.64075067,54.69168901,32.97587131,4.691689008,0.4048582996,Видин,13769,25.4,1.7,423,0,0,0,100,0.2621231979,2.49017038
Брегово,3926,3796,2,44,25,96.68874172,0.05094243505,1.120733571,0.6367804381,71,1.808456444,10,2.445236882,115,118,107,137,477,1,3.236245955,21,67.96116505,1,5.952380952,87,51.78571429,168,86,54,169,309,162,52.42718447,54,62.79069767,33,61.11111111,75,44.37869822,25,30,16,53.33333333,20,66.66666667,0,0,0,0,58.9,31.8,15.85949973,56.25332624,17.13677488,10.75039915,5.145474138,Видин,13769,25.4,2.2,1546,3,0.7641365257,49.4832367,50.5167633,2.012226184,2.649006623
Видин,47847,43836,36,2575,237,91.61702928,0.07523982695,5.381737622,0.4953288607,2848,5.95230631,222,4.648149309,1500,1799,2146,2125,7570,15,2.702702703,458,85.36812675,8,3.628117914,1342,60.861678,2205,1499,1293,2573,5365,5147,95.93662628,1455,97.06470981,1270,98.22119103,2422,94.13136417,466,366,395,107.9234973,432,118.0327869,1,0.02089995193,270,5.642987021,65.5,14.5,21.33342097,57.17540861,13.63437185,7.856798563,0.5340097457,Видин,13769,25.4,2.2,13722,239,5.002055162,80.40338943,19.59661057,5.402637574,6.142495872
Грамада,1345,1297,2,20,10,96.43122677,0.1486988848,1.486988848,0.7434944238,32,2.379182156,9,6.840148699,38,38,39,33,148,1,10,9,90,1,20.83333333,23,47.91666667,48,37,25,38,100,54,54,26,70.27027027,28,112,0,0,13,2,0,0,5,250,0,0,0,0,72.9,38,10.17733231,56.8234387,24.20971473,8.789514264,0.3921568627,Видин,13769,25.4,1.9,688,0,0,72.08569628,27.91430372,0.5204460967,1.338289963
Димово,4810,4257,7,365,11,88.5031185,0.1455301455,7.588357588,0.2286902287,383,7.962577963,32,6.694386694,244,200,302,245,991,3,4.566210046,50,76.10350076,3,8.982035928,168,50.2994012,334,162,197,298,657,479,72.90715373,155,95.67901235,189,95.93908629,135,45.30201342,33,48,6,12.5,52,108.3333333,0,0,0,0,44.2,34.5,8.154602324,49.50848972,28.70866845,13.6282395,1.25056844,Видин,13769,25.4,2.3,1500,1,0.2079002079,18.6382655,81.3617345,6.798336798,7.276507277
Кула,3292,3171,2,67,8,96.32442284,0.06075334143,2.035236938,0.2430133657,77,2.339003645,10,3.159173755,104,85,115,118,422,1,3.50877193,29,101.754386,1,7.299270073,61,44.52554745,137,77,70,138,285,200,70.1754386,62,80.51948052,61,87.14285714,77,55.79710145,31,26,9,34.61538462,26,100,0,0,0,0,71.1,24.4,13.66085578,59.90491284,19.87321712,6.561014263,1.056338028,Видин,13769,25.4,2.1,1217,1,0.3037667072,72.6172466,27.3827534,1.761846902,2.308626974
Макреш,1067,998,1,54,3,93.53327085,0.09372071228,5.060918463,0.2811621368,58,5.435801312,6,5.623242737,23,28,28,32,111,1,12.65822785,7,88.60759494,1,31.25,24,75,32,25,19,35,79,20,25.3164557,8,32,12,63.15789474,0,0,7,4,0,0,5,125,0,0,0,0,28.2,11.6,7.922705314,69.66183575,15.74879227,6.666666667,1.171875,Видин,13769,25.4,1.8,531,0,0,0,100,4.404873477,4.873477038
Ново село,2375,2297,2,20,14,96.71578947,0.08421052632,0.8421052632,0.5894736842,36,1.515789474,5,1.936842105,72,66,79,99,316,1,4.545454545,16,72.72727273,1,10.41666667,60,62.5,96,49,47,124,220,149,67.72727273,27,55.10204082,36,76.59574468,86,69.35483871,18,13,5,38.46153846,16,123.0769231,0,0,0,0,58,26.4,12.1983326,55.50680123,24.4405441,7.854322071,0.487804878,Видин,13769,25.4,2.2,1036,0,0,0,100,0.8421052632,1.642105263
Ружинци,3299,2687,7,504,2,81.44892392,0.2121855108,15.27735677,0.06062443165,513,15.55016672,26,7.820551682,157,155,210,190,712,3,5.952380952,44,87.3015873,4,19.23076923,117,56.25,208,145,115,244,504,443,87.8968254,136,93.79310345,106,92.17391304,201,82.37704918,37,37,19,51.35135135,43,116.2162162,0,0,0,0,60.6,44.7,7.440957619,48.78680039,26.39922355,17.37301844,5.054509415,Видин,13769,25.4,2.3,978,1,0.3031221582,0,100,15.48954229,15.79266444
Чупрене,1635,1242,1,352,7,75.96330275,0.06116207951,21.52905199,0.4281345566,360,22.01834862,8,5.01529052,79,56,79,74,288,2,11.11111111,12,66.66666667,2,18.51851852,44,40.74074074,108,42,47,91,180,79,43.88888889,34,80.95238095,45,95.74468085,0,0,10,14,0,0,9,64.28571429,0,0,0,0,71.6,42.5,9.495743287,48.85396202,25.67125082,15.97904388,2.19123506,Видин,13769,25.4,2.1,576,1,0.6116207951,0,100,21.16207951,21.71253823
Борован,4839,4605,3,95,0,95.16429014,0.06199628022,1.96321554,0,98,2.025211821,40,8.266170696,279,318,276,292,1165,4,5.256241787,60,78.84362681,2,4.95049505,173,42.82178218,404,242,166,353,761,580,76.21550591,217,89.66942149,170,102.4096386,193,54.67422096,52,47,14,29.78723404,46,97.87234043,0,0,0,0,62.7,46.1,6.922209696,49.53776776,27.19278467,16.34723788,1.621120889,Враца,18521,23.1,2.6,1260,2,0.4133085348,0,100,1.7772267,1.983880967
Бяла Слатина,19876,16133,256,2699,35,81.16824311,1.28798551,13.57919098,0.176091769,2990,15.04326826,150,7.566914872,926,1027,1210,1088,4251,12,4.07885792,235,79.87763426,5,3.819709702,707,54.01069519,1309,875,735,1332,2942,2626,89.25900748,840,96,724,98.50340136,1062,79.72972973,201,226,146,64.60176991,230,101.7699115,1,0.05031193399,100,5.031193399,56.3,29.4,13.2277697,51.11757419,22.7338827,12.92077342,1.576018075,Враца,18521,23.1,2.4,4924,64,3.219963775,45.91210532,54.08789468,6.087744013,6.610988126
Враца,61742,58237,46,1888,185,94.32315118,0.07450357941,3.057886042,0.2996339607,2119,3.432023582,321,5.205532701,2535,2710,3019,2827,11091,21,2.818791946,666,89.39597315,15,4.119747322,2087,57.31941774,3641,2190,1835,3425,7450,7359,98.77852349,2202,100.5479452,1883,102.6158038,3274,95.59124088,589,529,580,109.6408318,610,115.3119093,7,0.1133750121,700,11.34397979,66.8,9.4,26.16133974,53.71852464,12.10478305,8.015352576,0.4312762973,Враца,18521,23.1,2.2,14336,363,5.879304201,81.05409873,18.94590127,2.146027016,2.625441353
Козлодуй,18015,15591,30,1751,64,86.54454621,0.1665278934,9.719678046,0.355259506,1845,10.24146545,100,5.56203164,929,935,1021,961,3846,7,2.773375594,198,78.44690967,7,5.295007564,696,52.64750378,1322,741,626,1157,2524,2314,91.67987322,747,100.8097166,630,100.6389776,937,80.98530683,213,170,159,93.52941176,191,112.3529412,1,0.05550929781,105,5.82847627,69.5,16.7,25.54364105,47.07362367,15.98873779,11.39399748,1.316514604,Враца,18521,23.1,2.5,2952,54,2.978998982,62.2719279,37.7280721,5.56203164,6.189286706
Криводол,7638,6269,8,1120,15,82.07645981,0.1047394606,14.66352448,0.1963864886,1143,14.96465043,52,6.755695208,320,382,394,341,1437,4,4.140786749,65,67.28778468,2,4.246284501,239,50.74309979,471,305,253,408,966,635,65.73498965,259,84.91803279,204,80.63241107,172,42.15686275,70,65,16,24.61538462,48,73.84615385,0,0,0,0,59,28.6,8.525184875,47.57918236,28.88237756,15.0132552,3.192702395,Враца,18521,23.1,2.3,2479,5,0.6546216287,31.53516511,68.46483489,8.496988741,8.85048442
Мездра,17669,16389,13,591,66,92.75567378,0.07357518818,3.344841247,0.3735355708,670,3.791952006,106,6.021846171,660,688,783,712,2843,7,3.502854177,168,87.18214842,5,5.458515284,558,60.91703057,916,581,482,864,1927,1552,80.53969901,523,90.0172117,443,91.90871369,586,67.82407407,139,127,79,62.20472441,138,108.6614173,2,0.1131925972,147,8.319655895,70.9,10.6,18.15197278,61.74416522,12.4574703,7.646391691,0.765399101,Враца,18521,23.1,2.3,4713,60,3.414643349,50.17054981,49.82945019,2.201596016,2.778878261
Мизия,5692,5327,2,258,21,93.58749122,0.03513703443,4.532677442,0.3689388616,281,4.936753338,32,5.586788475,190,248,232,239,909,4,6.441223833,53,85.34621578,1,3.472222222,151,52.43055556,288,194,139,288,621,421,67.79388084,185,95.36082474,115,82.73381295,121,42.01388889,46,38,9,23.68421053,43,113.1578947,0,0,0,0,62.4,19.5,11.99111769,56.4211695,22.64988897,8.937823834,1.016949153,Враца,18521,23.1,2.3,1641,1,0.1756851722,43.55806565,56.44193435,3.144764582,3.583977512
Оряхово,8566,7339,58,864,19,85.67592809,0.6770954938,10.08638805,0.2218071445,941,10.98529068,63,7.35465795,306,375,434,422,1537,5,4.69043152,80,75.04690432,4,8.492569002,234,49.68152866,471,300,256,510,1066,736,69.04315197,275,91.66666667,246,96.09375,215,42.15686275,74,73,35,47.94520548,68,93.15068493,0,0,0,0,64.6,31.5,12.18035825,50.6732551,25.04014824,12.10623842,0.9675797939,Враца,18521,23.1,2.3,2606,17,1.945676706,45.11517077,54.88482923,1.564324072,2.47490077
Роман,4875,4474,5,266,16,91.77435897,0.1025641026,5.456410256,0.3282051282,287,5.887179487,43,8.861538462,217,227,256,215,915,4,6.493506494,66,107.1428571,1,3.344481605,161,53.84615385,299,192,159,265,616,523,84.9025974,171,89.0625,153,96.22641509,199,75.09433962,37,48,22,45.83333333,29,60.41666667,1,0.2051282051,145,29.74358974,63.8,23.9,13.61451049,55.63811189,19.38374126,11.36363636,1.49653786,Враца,18521,23.1,2.2,1374,8,1.709401709,47.15864246,52.84135754,4.512820513,5.046153846
Хайредин,3901,3223,3,600,23,82.61984107,0.07690335811,15.38067162,0.5895924122,626,16.04716739,26,6.613688798,148,183,165,150,646,2,4.651162791,40,93.02325581,1,4.62962963,99,45.83333333,216,145,101,184,430,361,83.95348837,119,82.06896552,98,97.02970297,144,78.26086957,24,25,19,76,29,116,0,0,0,0,60.5,33.7,10.66485753,57.04206242,24.34192673,7.951153324,0.5280711506,Враца,18521,23.1,2.1,1256,0,0,0,100,2.999230966,3.870802358
Априлци,2786,2749,3,9,2,98.67193108,0.1076812635,0.3230437904,0.07178750897,14,0.5025125628,11,3.876525485,64,76,85,68,293,1,4.901960784,24,117.6470588,1,11.23595506,59,66.29213483,89,66,52,86,204,182,89.21568627,71,107.5757576,44,84.61538462,67,77.90697674,14,14,10,71.42857143,17,121.4285714,0,0,0,0,72.3,10.8,20.17055988,58.10159436,16.2773452,5.450500556,0.1126126126,Ловеч,15126,10,2.1,1034,3,1.076812635,89.09157242,10.90842758,0.3230437904,0.6460875808
Летница,3632,3040,448,8,15,83.70044053,12.33480176,0.2202643172,0.4129955947,471,12.96806167,13,3.689427313,182,167,196,192,737,1,2.024291498,25,50.60728745,1,4.115226337,90,37.03703704,243,147,115,232,494,355,71.86234818,86,58.50340136,96,83.47826087,173,74.56896552,26,41,9,21.95121951,22,53.65853659,0,0,0,0,57.9,33.1,10.65210977,50.42785482,24.01888463,14.90115078,4.487951807,Ловеч,15126,10,2.6,987,3,0.9177679883,72.21369358,27.78630642,0.2202643172,12.83039648
Ловеч,38699,35372,1298,593,158,91.40287863,3.354091837,1.532339337,0.4082792837,2049,5.294710458,183,4.728804362,1244,1433,1659,1634,5970,16,3.845229512,427,102.6195626,8,4.422332781,986,54.50525152,1809,1187,998,1976,4161,4302,103.3886085,1152,97.05139006,1001,100.3006012,2149,108.7550607,336,297,426,143.4343434,310,104.3771044,3,0.07752138298,430,11.12173441,65,7.2,26.83111954,54.97695853,10.86744375,7.324478178,1.004375224,Ловеч,15126,10,2.1,11576,225,5.805490237,73.20317899,26.79682101,1.392800848,4.997545156
Луковит,15761,12049,155,2415,47,76.44819491,0.983440137,15.32263181,0.2982044287,2617,16.60427638,136,8.641583656,956,1039,1109,971,4075,7,2.569750367,170,62.4082232,5,3.70096225,572,42.33900814,1351,839,700,1185,2724,1998,73.34801762,773,92.13349225,612,87.42857143,613,51.72995781,204,149,59,39.59731544,196,131.5436242,2,0.1268955016,283,17.95571347,46.3,19.3,12.33171409,47.32824427,21.07564192,19.26439972,2.944118908,Ловеч,15126,10,2.7,3487,54,3.405029292,50.53307563,49.46692437,13.07658144,13.85698877
Тетевен,17970,16580,20,383,79,92.26488592,0.1112966055,2.131329994,0.4396215915,482,2.682248191,83,4.618809126,747,801,941,867,3356,12,5.240174672,194,84.71615721,6,5.628517824,588,55.15947467,1066,651,599,1040,2290,1850,80.7860262,607,93.24116743,547,91.31886477,696,66.92307692,175,174,94,54.02298851,158,90.8045977,1,0.05564830273,88,4.89705064,58.8,14.9,13.59441552,49.98225272,25.01774728,11.40558448,0.9883685892,Ловеч,15126,10,2.5,4422,58,3.227601558,44.57102748,55.42897252,2.120200334,2.509738453
Троян,26884,25107,791,325,72,93.39012052,2.942270495,1.208897485,0.2678172891,1188,4.41898527,104,3.868471954,920,900,1109,1032,3961,11,4.119850187,256,95.88014981,7,5.422153369,759,58.79163439,1291,732,671,1267,2670,2402,89.96254682,716,97.81420765,673,100.2980626,1013,79.95264404,231,199,177,88.94472362,234,117.5879397,2,0.07439369141,195,7.253384913,71.8,7.1,22.06071973,56.71472668,14.69542453,6.529129059,0.4121423476,Ловеч,15126,10,2.2,7898,100,3.707285622,66.63416044,33.36583956,1.026632942,4.180925458
Угърчин,5035,4531,64,170,16,89.99006951,1.271102284,3.376365442,0.317775571,250,4.965243297,29,5.759682224,262,276,262,282,1082,3,4.166666667,46,63.88888889,2,5.524861878,155,42.81767956,362,230,153,337,720,624,86.66666667,219,95.2173913,144,94.11764706,261,77.44807122,45,52,23,44.23076923,44,84.61538462,0,0,0,0,54.1,31.3,10.97795848,49.00492189,24.37406377,15.64305585,2.957931639,Ловеч,15126,10,2.3,1524,3,0.6620324396,42.58399851,57.41600149,3.197616683,4.230387289
Ябланица,5627,4056,10,1096,18,72.08103785,0.1777145904,19.4775191,0.3198862627,1124,19.97511996,40,7.037497779,382,394,414,387,1577,4,3.802281369,74,70.34220532,1,1.904761905,253,48.19047619,525,332,247,473,1052,827,78.6121673,342,103.0120482,284,114.9797571,201,42.49471459,82,70,15,21.42857143,69,98.57142857,0,0,0,0,57.4,32.6,12.15209722,43.08114465,23.52018816,21.24656997,7.829614604,Ловеч,15126,10,2.7,1244,2,0.2961909839,44.140625,55.859375,19.28203305,19.97511996
Берковица,14501,12144,6,1506,58,83.74594856,0.0413764568,10.38549066,0.3999724157,1570,10.82683953,46,3.172195021,514,522,633,555,2224,8,5.294506949,140,92.65387161,6,8.064516129,445,62.41234222,713,442,401,668,1511,1174,77.69688948,401,90.7239819,375,93.51620948,398,59.58083832,117,93,67,72.04301075,97,104.3010753,1,0.06896076133,60,4.13764568,56.9,5.3,16.49260226,52.21932115,20.44531477,10.84276182,1.296214465,Монтана,14922,13.5,2.1,4530,28,1.930901317,73.27319588,26.72680412,9.909661403,10.47513965
Бойчиновци,7712,5741,9,1433,30,74.44242739,0.1167012448,18.58143154,0.3890041494,1472,19.08713693,42,5.497925311,330,361,382,368,1441,6,6.18556701,69,71.13402062,6,12.7388535,194,41.18895966,471,285,245,440,970,742,76.49484536,253,88.77192982,188,76.73469388,301,68.40909091,89,70,19,27.14285714,56,80,0,0,0,0,60.6,27.4,6.836072366,53.97044607,26.47424389,12.71923767,1.493378416,Монтана,14922,13.5,2.3,2231,2,0.3025587828,15.89677419,84.10322581,5.886929461,6.40560166
Брусарци,4096,3437,6,454,11,83.91113281,0.146484375,11.08398438,0.2685546875,471,11.49902344,22,5.37109375,145,167,159,187,658,3,6.666666667,36,80,3,14.42307692,122,58.65384615,208,133,92,225,450,311,69.11111111,125,93.98496241,93,101.0869565,93,41.33333333,42,33,4,12.12121212,22,66.66666667,0,0,0,0,61.9,37.6,7.793209877,56.19855967,25.20576132,10.80246914,1.622187336,Монтана,14922,13.5,2.3,1336,2,0.48828125,21.89128816,78.10871184,5.6640625,6.15234375
Вълчедръм,7698,5569,23,1440,21,72.34346584,0.2987789036,18.70615744,0.2727981294,1484,19.27773448,35,4.520654716,343,401,395,411,1550,5,4.793863854,60,57.52636625,6,11.83431953,268,52.85996055,507,310,229,504,1043,702,67.30584851,275,88.70967742,230,100.4366812,197,39.08730159,89,82,11,13.41463415,62,75.6097561,0,0,0,0,68.1,44.8,7.662355722,49.58976498,28.79988875,13.94799054,1.691542289,Монтана,14922,13.5,2.4,2169,4,0.5196154845,36.17021277,63.82978723,6.079501169,6.508183944
Вършец,6927,5199,7,1453,26,75.05413599,0.1010538473,20.97589144,0.3753428613,1486,21.45228815,25,3.637938502,294,384,397,301,1376,2,2.173913043,61,66.30434783,1,2.192982456,202,44.29824561,456,304,235,381,920,710,77.17391304,299,98.35526316,223,94.89361702,188,49.34383202,62,50,18,36,52,104,1,0.1443626389,120,17.32351667,56.5,9.5,14.88178025,47.79786741,20.01236285,17.30798949,2.168064567,Монтана,14922,13.5,2.4,1949,12,1.684230788,79.4597042,20.5402958,20.81709254,21.39454309
Георги Дамяново,2018,1937,1,11,7,95.98612488,0.04955401388,0.5450941526,0.3468780971,19,0.9415262636,8,3.865213082,35,43,29,45,152,2,19.8019802,14,138.6138614,1,19.60784314,17,33.33333333,51,32,17,52,101,109,107.9207921,21,65.625,11,64.70588235,77,148.0769231,7,11,5,45.45454545,2,18.18181818,0,0,0,0,58.9,15.4,13.21809863,60.29486528,20.53889171,5.948144382,0.4610655738,Монтана,14922,13.5,1.7,963,1,0.4955401388,0,100,0.4459861249,0.9415262636
Лом,21248,16943,30,2508,63,79.73926958,0.141189759,11.80346386,0.296498494,2601,12.24115211,97,4.583960843,744,810,939,790,3283,12,5.378753922,224,100.4034065,9,8.55513308,546,51.90114068,1052,675,566,990,2231,2407,107.8888391,693,102.6666667,583,103.0035336,1131,114.2424242,174,138,158,114.4927536,221,160.1449275,1,0.04706325301,267,12.56588855,66.3,14.4,16.82016241,55.80808081,17.94909883,9.422657952,1.244144462,Монтана,14922,13.5,2.2,6235,85,4.016064257,81.13545121,18.86454879,10.9563253,11.47872741
Медковец,3085,2345,4,556,2,76.01296596,0.1296596434,18.02269044,0.06482982172,562,18.2171799,20,6.482982172,130,146,138,137,551,2,5.524861878,36,99.44751381,2,10.58201058,92,48.67724868,189,118,75,169,362,290,80.11049724,119,100.8474576,94,125.3333333,77,45.56213018,24,19,5,26.31578947,27,142.1052632,0,0,0,0,68.9,35.2,9.392265193,46.23618785,27.24447514,17.12707182,1.76056338,Монтана,14922,13.5,2.1,1052,1,0.3241491086,0,100,19.61102107,19.80551053
Монтана,46271,40775,38,3152,146,88.12214994,0.08212487303,6.8120421,0.3155324069,3336,7.20969938,213,4.607637613,1768,2018,2311,2054,8151,16,2.90437891,478,85.4334227,12,4.694835681,1527,59.74178404,2556,1681,1409,2505,5595,5503,98.35567471,1710,101.7251636,1421,100.8516678,2372,94.69061876,410,365,477,130.6849315,438,120,2,0.04322361738,547,11.82165935,73,10.2,21.52121697,56.91410271,12.06908384,9.495596477,0.6758173895,Монтана,14922,13.5,2.3,10974,275,5.94324739,80.60094187,19.39905813,4.959910095,5.498044131
Чипровци,2859,2740,2,14,10,95.83770549,0.06995452956,0.4896817069,0.3497726478,26,0.9094088842,6,2.098635887,57,47,72,49,225,1,6.666666667,11,73.33333333,1,13.33333333,32,42.66666667,75,45,39,66,150,57,38,35,77.77777778,22,56.41025641,0,0,8,10,0,0,9,90,0,0,0,0,63.7,26.1,11.38649425,60.30890805,20.68965517,7.614942529,0.7594936709,Монтана,14922,13.5,1.9,1246,2,0.6995452956,48.38602329,51.61397671,0.06995452956,0.629590766
Якимово,3535,2709,10,603,7,76.63366337,0.2828854314,17.05799151,0.198019802,620,17.53889675,24,6.789250354,164,175,223,195,757,1,1.869158879,21,39.25233645,1,4.504504505,105,47.2972973,222,161,130,244,535,235,43.92523364,83,51.55279503,81,62.30769231,71,29.09836066,40,33,1,3.03030303,21,63.63636364,0,0,0,0,63.7,38.5,6.640507093,48.38514941,30.81798974,14.15635376,0.8969996907,Монтана,14922,13.5,2.3,1095,0,0.0942951438,0,100,11.71145686,12.05091938
Белене,7803,7251,176,63,26,92.92579777,2.25554274,0.8073817762,0.3332051775,265,3.396129694,26,3.306420607,186,227,276,288,977,3,4.398826979,67,98.24046921,2,6.779661017,174,58.98305085,295,170,170,342,682,574,84.16422287,190,111.7647059,188,110.5882353,196,57.30994152,68,59,37,62.71186441,44,74.57627119,1,0.1281558375,78,9.996155325,61.3,11,15.79648375,56.71283964,19.4725626,8.018114012,1.01010101,Плевен,15840,26.5,2.2,2250,25,3.161177325,83.87346675,16.12653325,0.7817506087,3.537101115
Гулянци,9540,8930,36,63,35,93.60587002,0.3773584906,0.6603773585,0.3668763103,134,1.404612159,41,4.318658281,290,291,364,350,1295,4,4.540295119,82,93.07604994,5,12.68115942,206,49.75845411,414,214,250,417,881,807,91.60045403,218,101.8691589,223,89.2,366,87.76978417,53,55,34,61.81818182,72,130.9090909,1,0.1048218029,66,6.918238994,61.8,18.6,8.864781942,54.08722332,28.04076266,9.007232084,0.9433962264,Плевен,15840,26.5,2.2,3613,27,2.795248078,28.69773247,71.30226753,0.5241090147,1.268343816
Долна Митрополия,16816,14288,329,1311,63,84.96669838,1.956470029,7.796146527,0.374643197,1703,10.12725975,76,4.519505233,725,678,739,785,2927,9,4.702194357,133,69.48798328,8,7.89733465,404,39.88153998,1013,539,452,923,1914,1075,56.16509927,422,78.29313544,363,80.30973451,290,31.41928494,154,141,28,19.85815603,119,84.39716312,0,0,0,0,60.6,20.4,9.599443144,53.2367272,24.98892615,12.1749035,1.730905347,Плевен,15840,26.5,2.3,5500,11,0.6541389153,38.68621701,61.31378299,7.576117983,9.163891532
Долни Дъбник,9956,8335,353,627,42,83.71836079,3.545600643,6.297709924,0.4218561671,1022,10.26516673,71,7.111289675,488,496,529,477,1990,8,6.18716164,113,87.39365816,7,10.04304161,274,39.31133429,697,389,323,581,1293,996,77.03016241,326,83.80462725,301,93.18885449,369,63.51118761,91,72,23,31.94444444,67,93.05555556,0,0,0,0,59.8,19.1,11.98833567,51.74424884,21.16859272,15.09882277,2.278982715,Плевен,15840,26.5,2.3,2994,3,0.2678451855,35.85178056,64.14821944,5.423865006,7.061068702
Искър,5686,4917,31,409,22,86.47555399,0.5451987337,7.193105874,0.3869152304,462,8.125219838,33,5.838902568,239,253,262,268,1022,2,2.886002886,43,62.04906205,2,6.079027356,142,43.16109422,329,214,156,323,693,455,65.65656566,162,75.70093458,159,101.9230769,134,41.48606811,55,51,17,33.33333333,32,62.74509804,0,0,0,0,55.4,24.2,9.837595669,52.54806795,25.20067202,12.41366436,1.259782401,Плевен,15840,26.5,2.3,1747,3,0.5276116778,47.26890756,52.73109244,0.94970102,1.635596201
Кнежа,12937,10898,201,859,20,84.23900441,1.553683234,6.63987014,0.1545953467,1080,8.348148721,84,6.477545026,670,605,647,648,2570,8,4.807692308,146,87.74038462,0,0,0,0,906,500,395,769,1664,1602,96.27403846,414,82.8,379,95.94936709,809,105.2015605,143,123,87,70.73170732,132,107.3170732,1,0.07729767334,74,5.720027827,60.5,33.3,13.59820464,56.16324495,18.60194498,11.63660544,2.154916433,Плевен,15840,26.5,2.7,3140,34,2.628120894,77.29609321,22.70390679,3.169204607,3.540233439
Левски,15426,13557,646,463,61,87.88409179,4.187734993,3.001426164,0.3954362764,1170,7.584597433,86,5.587968365,522,582,621,640,2365,6,3.712871287,122,75.4950495,4,5.340453939,387,51.66889186,749,477,385,754,1616,1207,74.69059406,458,96.01677149,387,100.5194805,362,48.01061008,142,113,29,25.66371681,106,93.80530973,1,0.06482561908,93,6.028782575,60.8,13.9,13.66082987,51.78851264,22.68856033,11.86209716,1.094561829,Плевен,15840,26.5,2.3,4866,51,3.284498034,51.01642146,48.98357854,2.593024763,6.618695709
Никопол,6958,4945,1593,53,35,71.06927278,22.89450992,0.761713136,0.5030181087,1681,24.15924116,28,3.995400977,184,215,249,267,915,2,3.100775194,46,71.31782946,4,14.81481481,134,49.62962963,270,166,170,309,645,409,63.41085271,155,93.37349398,128,75.29411765,126,40.77669903,43,52,13,25,37,71.15384615,1,0.1437194596,43,6.179936763,60.1,19.5,9.464712919,44.40789474,33.37320574,12.7541866,2.77104785,Плевен,15840,26.5,2.1,2708,22,3.161828112,36.39049282,63.60950718,0.7904570279,24.00114976
Плевен,113131,101522,1848,2585,554,89.73844481,1.633504521,2.284961682,0.489697784,4987,4.408163987,486,4.29767261,4562,5032,5692,5073,20359,47,3.406537653,1328,96.25280858,33,5.067052728,3595,54.78512649,6562,4079,3519,6199,13797,14028,101.674277,4166,102.1328757,3692,104.9161694,6170,99.53218261,1130,930,1036,111.3978495,1116,120,7,0.06187517126,2198,19.43057164,71.4,7.9,29.32653961,51.34795297,10.3435333,8.98197412,0.6688163195,Плевен,15840,26.5,2.2,27936,1272,11.24360255,82.15292956,17.84707044,1.911058861,3.886644686
Пордим,4892,4526,77,1,15,92.51839738,1.573998365,0.0204415372,0.3066230581,93,1.90106296,23,4.701553557,169,198,193,186,746,2,4.056795132,71,144.0162272,1,3.95256917,145,57.31225296,253,142,122,229,493,495,100.4056795,157,110.5633803,142,116.3934426,196,85.58951965,30,27,5,18.51851852,41,151.8518519,0,0,0,0,56.3,13.4,10.00215564,55.59387799,23.7120069,10.69195947,1.886792453,Плевен,15840,26.5,2.1,1730,5,1.090215318,32.81682346,67.18317654,0.0204415372,1.614881439
Червен бряг,22975,21028,77,565,64,91.52557127,0.3351468988,2.459194777,0.2785636561,706,3.072905332,131,5.710554951,1020,1032,1152,1090,4294,12,4.207573633,250,87.65778401,5,3.46740638,727,50.41608877,1442,820,713,1319,2852,2460,86.25525947,794,96.82926829,712,99.85974755,954,72.32752085,189,211,139,65.87677725,205,97.1563981,1,0.04352557127,105,4.570184984,64.5,17.6,13.90424,55.12933637,19.54209817,11.42432545,1.400984476,Плевен,15840,26.5,2.3,6258,61,2.655059848,58.93009742,41.06990258,1.823721436,2.27203482
